tweet,class
# sons # grandsons # mom # grandma aka # gigi # 67 moma brown love,0
# quote never go bed stay awake plot revenge .,0
vanessa fuckin faggot .,1
user mother 5 siblings fought ever aspect selling house . stop speaking .,0
bitches corny saving numbers shit hate hoes,1
# sexchats # kcw # leeds # automobilizam # meet # downl click watch,0
wiz lost bitch nigga aint weed world strong enough help get,1
user user user user lol ? lol dissing us shut bitch,1
user atlanta user houston many trash drivers,0
user user mr. krabs sold spongebob 62 cents thats knew hoes aint loyalrealist shit ive seen,1
user user send damn beaners back belong n us aint,1
"sabotaged , defamed , stalked retaliated every level . entire life slandered .",0
arent champions.im sad ( lose ( close # footballfamily # badday,0
# saturday user user user user # follow / # sigamnos,0
"user whos gassin hoes , bp ?",1
watches wrestling besides little kids white trash ?,1
misspelling tweets makes # disappointed im # deanslist student ugh,0
n # healthy today improve tomorrows .  ralph marston,0
user happy birthday faggot,1
approx . 63 million voted # tinyfingeredpuppet 74 million voted . mandate con,1
hoes round opening legs like walmart doors,1
bestfriend back piedmont alabama aka usa ive good whole time gone,0
user user user user typical lying # leftist thats slander grp # christians dont kill 4 # christia,1
user 11 days left # 4yearsofpkdh   # paya # pkdh  user user,0
love life every minute # lifeisgood # itsfriday,0
proper missing dog,0
user early bird catches worm people,0
"cant stand fat bitch next , hairy ass legs kiss imik",1
id rather nominate racist liberal . paul ryan . # basically # uniteblue,0
miss britt god damn bitch real nigga baby,1
stupid cunt bitch road,1
user happy valentines day big booty bitches .,1
get ass back detroit ya fuckin wigger,1
cant believe dont show blazing saddles tv lead actor black man . thats,1
eat pussy mad eat pussy sad eat pussy sleep eat pussy horny eat pussy,1
crazy day yesterday love guys # wedding # love # people # fun,0
get pussy go work,0
user im enroute airpo im # cannes im performing user tomorrow . # canneslions,0
"leaving landmark today , theres # arrowecsuk bricks moar . user",0
"user wasnt saying , yes kannon ghetto know like u look dumb .",0
user cooking girl # instagood #  #  # idola # idol #  # followme # selfie #,0
"user dont want pussy makes want pay bills sleep sunday mornings away , dont ruin life .",1
user user user user watched recorded . # excellent . . shocking . repo .,0
thankful vaccines . # thankful # positive,0
"user quit bitching faggot , happy cant see faggot family cry baby little girl crying parking lot , aint man sissy",1
england play today,0
# ebola great thought panic bird flu bad . really aint got time .,0
u gon wit ur bae even cheat shut fuck take dick pussy . aint nothing better love,1
user u want nigga spend hard earned money u ? hoe go strip solves problem lol,1
random running dogs ghetto,0
user cant question snoop dogg og told us love hoes .,1
niggas deserve better bitches,1
"user # gop # dnc wing nuts , disagreement stupid . absolutes r scary user user",0
hillbilly bonebobonebobone bone,0
schedule week almost full yeaaayyy # dancing,0
"user really wan na please man , seeing pleased gon turn . know , bitches aint really clai",1
cute share . # regram user # dance # frenchbully # saturday,0
think found normal roommate praise jesus current ones get throats slit sleep,0
"user annoying fake porn followers . get fuck , dont want pull hair things a",0
# family # laketrasimeno # justintuscany # umbria # italy # daytrip # vacations,0
aint bitch .,1
intercourse video men women japanese armpit hairly nude picture,1
damn oreos would fucking clutch right,1
user men suppose accept girl look like piece shit makeup ugly nigga get look ? lol ok bitch,1
"# beautiful day , feeling # confident . # summerishere",0
niggas pure pussy see faces,1
"long wait , finally made . # brookline # annastaqueria user taqueria",0
user vhafuwi im still w8ng 4 song u promised,0
user hoe give number another nigga got man,1
user lol lebron bitch ass always making spectacle look ass nigga,1
user # drsuess # moonman # offensive # kkk # funny # comedy # lol # edgy # dankmemes # memes ( vine 9 / 11 bush ),1
user nigga yes take ride bitch pleaseee,1
"hefty hefty day development work . discovered arent uk first , world first",0
user nigga fuck u bitch ass nigga . dat aint sneak dissn u bitch made shit starter user user sneak dis,1
hoes exposed,1
"time grief , see rejoice , one take away joy. # hope john 1622",0
monday empty without bachelorette  # thebachelorette # empty # nowine,0
user bihday user sir wishes form suriya fans club kerala thrissur god bless,0
user get bitch house,1
user user dude video birds work fuckin,1
foh user # idgt user good pussy dont neva get tired,1
bitch pussy got hella powers,1
user born # perfect ) great day ),0
user okay okay . trans birds,0
first ocean dive  # poeaucove # yvr # scubadiving # myhome # weekendofdiving,0
"bitch really gon na sit tell need parent w doctors even im 18 uh ,",1
user unattractive girls act ghetto,0
bitches never knew calling wesgod,1
saddened hear prince passed away young # rip p.m. dawn rapper prince dead 46,0
wanted right getting drunk nappers im bed,0
place ? ? ?,0
user females know hoes really coolest chicksall sex asideslmao,1
text bitch lyrics new ty dolla ign tape wake shell nag little less today,1
user bitch ion got attitude sorry hoe im shaded rn,1
user girl wanting shit growing hoes bout 6months,1
hoe ever fstow midnight,1
someones delighted life park # noraintoday,0
user # stephcurrys outburst begs question # christians get ? # nbafinals,0
user user run niggah ill lose fight,1
# tech update yu yuphoria cyanogen os 12.1 ( android lollipop 5.1.1 ) wi .,0
16 minutes counting # wwdc # wwdc2016,0
user god nigga trust cant trust gun cuz bitch jam im fucked cant trust niggas bitches got dicks,1
lets clinch title well user,0
user big bitch back group girls known caboose # fat,1
train 43 brand new user centres # lifechanging,0
see user user genuinely believes miscegenation genocide . ask theron . user,0
one best # faggot # jokes time # stephenkings # anybody seen # faggot lately ? believe hes dressed # obama .,1
user stay beautiful bitch,1
crow socks,0
tomorrow big day . # nervous,0
# upset abbotabad,0
good night   yall snapchat barbiets.93   # tranny # ladyboy # asianladyboy,0
"user comment  5 , donation # refugeeswelcome  + # fascists suck # kissmyarse",1
bihday lunch dear friend sammaki  lovely afternoon  # bihday,0
game 128 preview houston # astros new york # yankees,0
user never met faithfull bitch,1
got lean got work got bands nigguh,1
lovely message . love help . # aejazsaiyed # ahmadabad,0
user ur lil bitch dont read receipt # shady,1
user user user man even bunch coupons .,0
people acting like didnt know hoe allen going cavs 6 months ago ?,1
pharrell williams happy ( 1am ),0
stoni isnt faggot gook speak hes actually funny,1
"go welcome titty show . typa ass see video . fuck , nut like silly hoe .",1
user could get every morning tweet exact thing .,0
user country dont apply brains . yet posses like store walnuts glass jar,0
"user thing collegefession taught fact , hoes aint loyal stony brook",1
user user user tried text didnt reply .,0
user dont # laugh happy . laugh . william james . # xtra,0
people stop pedantic leave ed sheeran alone,0
like smile ) bogumday,0
young # woman standing # wisteria # afro # danieldash # enjoy # flowers,0
see ya big boi oreo vs,0
user user aww avis look cute together got ta get ike avi bitch ?,1
im sooo upgraded new user # wheeliedoubledeck # luggage haul my,0
eating mom gon say damn calm tf bitch calm,1
suppoing trump makes conservatives act like liberals .,0
time tune # wwdc2016 .,0
"ive never problem w anybody , ive w company year , snitch fucking bitch trying get fired",1
"user journey cant wait , ive wanted something like fifa long time happening",0
probernie egg people zero followers . end revolution looks like .,0
user red yellow,0
check shared # choosejoy # healthy could breakup secret healthy life ? via user,0
theres always reason smile # love # lovely # cute # xoxo,0
"stay pooned , # bitches .",1
"user significant number us tweets americans flipping bird . uk , much .",0
lol # facts user baddest bitches porn stars n strippers,1
boy got ta turn nikki song way volume kuz trash . ass fat lawd,1
"im tired damn job man , wan na blow bitch lol",1
bae made deep fried oreos,1
user user tyler isnt shit faggot go listen real music,1
user looks like android,0
"fathers day , wonderful men #",0
cute hours little monkey yesterday  # nephew # love # family # quality #,0
get tf joseline pussy like damn,1
user haha yes niggah yesterday night idk man hit night like around 2 morning didnt go sleep till like 4,1
user parking one member staff okay ? way car wasnt hit,0
"user deal cyber bulling 1log 2go outside 3thats , stop pussy",1
"two blonde dykes wan na kiss night , pray god shit go right",1
user user 1 mo time user w / song ; dont u want 2 get move # nvjg2016 user,0
user sweetest bitch youll ever meet,1
user trent richardson trash,1
user pussy sweet like watermelon,1
".user suppo hrc , funded saudi womandegrading pigs . suppo women driving covering face .",1
# finally # finished # kids even # little # rain would # hold # back,0
"4 # blackpeople beat # whiteperson isnt ? , 3 bp might make 2 cou alive serve life somehow . vs",1
user . would promote . hitting women . condoning assault . # terrorism . # wars and,1
"user obama joins jackals  ass america miss obama , realize trump nothing . # trumpis",1
user naah da twitter bird,0
user user user ? gon na suck one wants anything shitfest # rapist # trumpuniversity,1
im niggah really wan na ride wit,1
user hat paint beard shit . eat pussy grow one dawg . quit tryin shortcut,1
wan na eat fuck u talking bout bitch,1
hit bitch like free throw,1
anal sex gallery humon n sex,0
# lovely gorilla simulator need adapt environment . need tear city . material,0
user ive noticed mostly bitches whose hair dont even reach shoulders talk shit,1
"kids joy , thank almighty everyday them.fathers love",0
"user call dark cold damned , charlie brown",0
lot bitches eat ass nowadays,1
fuckinn true,0
user lmaoo boy think benny heard lol blasting bitch,1
user dance todays flash mob ? loved # boulderjewishfestival2016,0
user 48 hours go go glamping wi twins user # girlpower # friends,0
ozzy presented cup # bestinbreed # team user,0
really baggin bitches problem basketball shorts b dont know smile cologne maybe swag idk,1
user punishment doesnt work children . heres,0
